date,open,high,low,close,volume
1998-12-22,5.707030960182946,5.726156865987214,5.676430257983574,5.695556163787842,30400
1998-12-23,5.714678546002037,5.814130783081055,5.7070283739190355,5.814130783081055,135600
1998-12-24,5.829433672011845,5.829433672011845,5.775882444053731,5.783532619476318,24600
1998-12-28,5.814128175694892,5.814128175694892,5.7146759832158995,5.752926826477051,27000
1998-12-29,5.768233446585885,5.810309886932373,5.714682207691852,5.810309886932373,44000
1998-12-30,5.806482974220725,5.806482974220725,5.718506426389443,5.7223310470581055,43600
1998-12-31,5.714680194854736,5.714680194854736,5.684079497693533,5.714680194854736,26000
1999-01-04,5.699379279946899,5.81413188289885,5.699379279946899,5.710855007171631,57200
1999-01-05,5.745281433724539,5.745281433724539,5.672605238043802,5.68025541305542,85400
1999-01-06,5.745278760071995,5.875331674747393,5.7070279028145245,5.867681503295898,112800
1999-01-07,5.867682233344937,5.871507786476065,5.772055545232931,5.840907096862793,145200
1999-01-08,5.875331674747393,6.013034760874285,5.722328245717513,5.867681503295898,842200
1999-01-11,5.814132624395519,5.821782798901302,5.737630879337683,5.756756782531738,70000
1999-01-12,5.75292887410976,5.7758793882351975,5.661126817608008,5.668776988983154,178400
1999-01-13,5.569324901005993,5.676427302948416,5.554024557871362,5.584625244140625,84800
1999-01-14,5.569323939318098,5.599924620303361,5.477521896362305,5.477521896362305,140000
1999-01-15,5.523423264410342,5.569324288768322,5.496648133797551,5.561674118041992,21400
1999-01-19,5.584624630220983,5.584624630220983,5.515773093684011,5.561674118041992,25600
1999-01-20,5.531075551010534,5.584626766580484,5.511950583807954,5.515775203704834,31600
1999-01-21,5.515773093684011,5.6075751423999725,5.508122922957681,5.561674118041992,47800
1999-01-22,5.569328265895817,5.584628618274652,5.523427208759314,5.5310773849487305,38600
1999-01-25,5.55402627479997,5.55402627479997,5.477524535477657,5.523425579071045,36400
1999-01-26,5.531076255878369,5.531076255878369,5.423973811089576,5.469874858856201,51400
1999-01-27,5.477524317227878,5.477524317227878,5.355121539189265,5.370421886444092,74200
1999-01-28,5.38572045793506,5.38572045793506,5.293918404674803,5.339819431304932,61600
1999-01-29,5.309218746884846,5.339819431304932,5.248017378044675,5.339819431304932,37200
1999-02-01,5.339820876997908,5.355121223350337,5.286269664764404,5.286269664764404,46200
1999-02-02,5.293917655944824,5.339818676083074,5.270967145875699,5.293917655944824,53000
1999-02-03,5.324517347044864,5.446920044678079,5.324517347044864,5.416319370269775,58800
1999-02-04,5.416321140996526,5.462222167615141,5.401020798790321,5.4469218254089355,52000
1999-02-05,5.462224291973427,5.61522777354131,5.43162359565985,5.5999274253845215,132000
