date,open,high,low,close,volume
2009-08-06,1.1580501466526056,1.1868259446153022,1.0920763924861627,1.1355910301208496,241978000
2009-08-07,1.133485800581144,1.1762985693343426,1.125063639881125,1.1531375646591187,24543000
2009-08-10,1.1671747260654373,1.1671747260654373,1.0955861387413217,1.1208527088165283,24210000
2009-08-11,1.1215542127638158,1.1229578920358976,1.0878654082325647,1.0997968912124634,23054000
2009-08-12,1.133485785733125,1.1369950262844053,1.0990951781304428,1.1229580640792847,14513000
2009-08-13,1.1229579399591358,1.1734910652456774,1.1229579399591358,1.1615595817565918,11506000
2009-08-14,1.1580505027282915,1.1931429929121167,1.1405042994698273,1.1650689840316772,6378000
2009-08-17,1.1419078876794104,1.1489263684215323,1.1369949678933031,1.1383986473083496,2544000
2009-08-18,1.1566464299415244,1.2071795450781733,1.1475223906159147,1.1980555057525635,14467000
2009-08-19,1.1819135752469672,1.2591169653933718,1.1791061320839304,1.2556077241897583,20708000
2009-08-20,1.259818887212564,1.259818887212564,1.2134968653069127,1.2464838027954102,18821000
2009-08-21,1.2485886788536726,1.261221958224322,1.2338498389767698,1.2506941556930542,8636000
2009-08-24,1.2296392821380826,1.2528002909996871,1.2141986374526497,1.2282356023788452,10216000
2009-08-25,1.2387625547695944,1.2563087500023646,1.2317440766764862,1.2527995109558105,5308000
2009-08-26,1.2415699962069526,1.2527995109558105,1.203670164304054,1.2527995109558105,7086000
2009-08-27,1.2528000275391802,1.2780665925596049,1.2317445845777908,1.27455735206604,11611000
2009-08-28,1.270346035314545,1.3335124381847623,1.2633275554030632,1.2963144779205322,12950000
2009-08-31,1.2878922114060518,1.291401451069275,1.2499923728431162,1.2773644924163818,10048000
2009-09-01,1.2808735069951014,1.2942085819052633,1.1889313268417836,1.2527995109558105,13835000
2009-09-02,1.2464834894289605,1.2808740981576214,1.2268317249649965,1.2408686876296997,12934000
2009-09-03,1.2612222482847257,1.2612222482847257,1.193142917037674,1.2247260808944702,36577000
2009-09-04,1.245781921018963,1.2633281287609643,1.227533831500514,1.2464838027954102,11586000
2009-09-08,1.246483379700333,1.2584147801816234,1.2247260560185935,1.2422722578048706,5749000
2009-09-09,1.252799691424095,1.252799691424095,1.2085832563346772,1.2113906145095825,5512000
2009-09-10,1.193845088203075,1.2254283456019075,1.1896340485723038,1.1966525316238403,4152000
2009-09-11,1.1931427590516228,1.2163037595465311,1.16085771791728,1.184720516204834,6203000
2009-09-14,1.1678765882794981,1.1861246756589106,1.1447155800416002,1.1685783863067627,16145000
2009-09-15,1.2106891345284592,1.2177076154744995,1.1671744857294948,1.2057762145996094,19869000
2009-09-16,1.2212168392347476,1.2457815222097126,1.2008631945696415,1.233850121498108,20211000
2009-09-17,1.2394650616250693,1.2563093840834056,1.1601561187441247,1.1678764820098877,14464000
2009-09-18,1.1629631977766992,1.194546441194834,1.135591159459031,1.1369948387145996,8999000
2009-09-21,1.1426095323203305,1.1671742098247018,1.113833733777032,1.1657705307006836,5530000
2009-09-22,1.1903360100439966,1.2191118279713775,1.1805101658900725,1.210689663887024,11141000
2009-09-23,1.2366576798748108,1.2485891661781507,1.2141985542650087,1.2212170362472534,5303000
2009-09-24,1.2163038221914815,1.2527999029620454,1.1755965361137475,1.2275333404541016,7788000
2009-09-25,1.2268310057498493,1.2268310057498493,1.2001607755886403,1.2022663354873657,4685000
2009-09-28,1.2156019724463274,1.2527999356841473,1.19524832887584,1.2387629747390747,2336000
2009-09-29,1.2317447776067727,1.2520984258592427,1.1896338850847186,1.1952486038208008,3567000
2009-09-30,1.1931425872439638,1.2163035844037833,1.190335145477001,1.1980555057525635,5126000
2009-10-01,1.193142875574019,1.1994594746591094,1.137696828529904,1.1447153091430664,6605000
2009-10-02,1.1369952090438284,1.1482248140797178,1.1159397623517167,1.129274845123291,6296000
2009-10-05,1.129976623621573,1.1601561111909346,1.1229581420318098,1.1573487520217896,1889000
2009-10-06,1.174894788747057,1.207179832930873,1.153839346975061,1.15594482421875,4694000
2009-10-07,1.1629630206414407,1.1657704623918463,1.1173429079493107,1.1320817470550537,2917000
2009-10-08,1.1306782102354582,1.1355912133634802,1.118746810496443,1.1236597299575806,5573000
2009-10-09,1.1215544764041763,1.1545413235531807,1.1187470335331944,1.1405043601989746,8705000
2009-10-12,1.1383986236330996,1.1545411457376422,1.1257653418266365,1.1468207836151123,12888000
2009-10-13,1.136293593054167,1.1699824160393115,1.133486232972202,1.160156488418579,5573000
2009-10-14,1.1819131475802214,1.193142748835198,1.1608577079773,1.1833168268203735,6955000
2009-10-15,1.221216930717088,1.2598185782837135,1.2001614865898376,1.204372525215149,20920000
2009-10-16,1.209285497882002,1.209285497882002,1.1376969227646012,1.1531375646591187,12638000
2009-10-19,1.1552430613940443,1.16787634357374,1.1271690545131143,1.13980233669281,21429000
2009-10-20,1.146821318861927,1.174193456162259,1.1419083968850245,1.160156488418579,4890000
2009-10-21,1.1489265071805534,1.1868263579654148,1.130678421580409,1.1573487520217896,2338000
2009-10-22,1.1461191948185079,1.1461191948185079,1.0955860583749375,1.14260995388031,9834000
2009-10-23,1.1320821489724187,1.1517339135346527,1.1173433046340187,1.1264673471450806,11341000
2009-10-26,1.1166414694315874,1.1313803143824472,1.1096229877724924,1.111728549003601,1624000
2009-10-27,1.1194486732426592,1.1222560318400392,1.0710211099362288,1.0843561887741089,3288000
2009-10-28,1.0878657146789068,1.0878657146789068,1.0450529409855391,1.0478603839874268,6220000
2009-10-29,1.049264015947352,1.0668102201604714,1.033121491337902,1.0555806159973145,11833000
2009-10-30,1.059791478775196,1.066108160944168,1.043648958121442,1.0527729988098145,2781000
2009-11-02,1.0597917209675325,1.0597917209675325,1.0331214742708015,1.0436491966247559,2766000
2009-11-03,1.0303142654476167,1.0401401076116135,1.0134698570233067,1.0169790983200073,3637000
2009-11-04,1.0246988987131846,1.0703190104640077,1.005748939206273,1.0373321771621704,8053000
2009-11-05,1.0541765908079426,1.1047097093092153,1.0422451925878153,1.0752320289611816,2741000
2009-11-06,1.0752323897052238,1.1012008390735522,1.0436492218791076,1.0731269121170044,2575000
2009-11-09,1.0710211835538574,1.1047099073724598,1.0590896995276624,1.099095106124878,2529000
2009-11-10,1.101200591359039,1.101200591359039,1.0654063090745853,1.0843561887741089,1468000
2009-11-11,1.089971166836899,1.089971166836899,1.061195360034576,1.0780397653579712,1535000
2009-11-12,1.0808469583165712,1.1194486832089539,1.0808469583165712,1.094883918762207,1300000
2009-11-13,1.0955861484750744,1.1054120741102464,1.0815491835678945,1.0934805870056152,621000
2009-11-16,1.0969894881682685,1.1376967741802204,1.0899710078903908,1.1236597299575806,1556000
2009-11-17,1.1110265134715693,1.136293077411148,1.0934803117543312,1.1278709173202515,985000
2009-11-18,1.1334860587978506,1.1334860587978506,1.1096231671002712,1.1250638961791992,1155000
2009-11-19,1.1117285667575398,1.1152378076431289,1.070319474107449,1.0927786827087402,1166000
2009-11-20,1.0920766833802553,1.0983933664937569,1.0745304808431284,1.083654522895813,4237000
2009-11-23,1.0906732740399565,1.0955861952337667,1.06330114110259,1.0661085844039917,4653000
2009-11-24,1.0597919504450486,1.0759344782831783,1.0534753491316977,1.071021556854248,5228000
2009-11-25,1.0794431937617086,1.121554155439996,1.0780395145613706,1.0878653526306152,1353000
2009-11-27,1.061896850203426,1.114535524227248,1.0569839318368166,1.1131317615509033,616000
2009-11-30,1.1138336428890756,1.1222558006128154,1.0703190079271658,1.1131317615509033,2765000
2009-12-01,1.1159400028922661,1.1468212978970544,1.1159400028922661,1.1201510429382324,4178000
2009-12-02,1.1250637523755265,1.130678470959021,1.079443536382855,1.0955860614776611,8465000
2009-12-03,1.093479975484359,1.1187465316538967,1.093479975484359,1.1180447340011597,5079000
2009-12-04,1.1510317103117147,1.1727890299381671,1.0948837913939942,1.1594538688659668,9468000
2009-12-07,1.1580501715777274,1.1882296492856839,1.1580501715777274,1.184018611907959,3084000
2009-12-08,1.1657708735946528,1.19103743992625,1.1615597513170877,1.1755967140197754,2495000
2009-12-09,1.1657708201144206,1.1798077821731567,1.1468208544016119,1.1798077821731567,967000
2009-12-10,1.1791057613215323,1.192440923902251,1.1755965212213775,1.1770002841949463,2555000
2009-12-11,1.1713856574823023,1.172087455406558,1.1552431338878757,1.1636652946472168,774000
2009-12-14,1.174894763449421,1.186124365619447,1.1713855232296486,1.182615041732788,2248000
2009-12-15,1.1826153282955691,1.186124653032582,1.1727894867660345,1.1748950481414795,1404000
2009-12-16,1.1847208838880858,1.2022671728198755,1.1748950424065137,1.1931431293487549,3157000
2009-12-17,1.1868261928220398,1.1917391125178756,1.1327838251671798,1.1447153091430664,1490000
2009-12-18,1.1440137398328831,1.1791061524759212,1.1391008187962401,1.1503304243087769,4178000
2009-12-21,1.178404196791079,1.1826152355447968,1.1482247092217173,1.1573487520217896,1443000
2009-12-22,1.1580506184996553,1.1741931438446045,1.1391007338194563,1.1741931438446045,3127000
2009-12-23,1.1755967465041468,1.181913430095039,1.1685782649588665,1.1777023077011108,2235000
2009-12-24,1.1734912689740824,1.1931430340342473,1.1734912689740824,1.1777023077011108,308000
2009-12-28,1.1755965805505149,1.2492907100397919,1.1755965805505149,1.2198131084442139,7954000
2009-12-29,1.2296391951874488,1.2408687998010979,1.221217033560664,1.2303410768508911,2276000
2009-12-30,1.2149001453272674,1.2478870719586275,1.2149001453272674,1.2415704727172852,3025000
2009-12-31,1.2359560496080566,1.2836817502975464,1.2359560496080566,1.2836817502975464,5558000
2010-01-04,1.2843831944313726,1.326494077691309,1.264029550655604,1.3236867189407349,5387000
2010-01-05,1.3300035421872556,1.35035718939443,1.2703463638445665,1.333512783050537,3011000
2010-01-06,1.3300034315439575,1.3545681155433869,1.3047368659635008,1.3440403938293457,5331000
2010-01-07,1.3363201391163966,1.3454441815014915,1.3089480119611119,1.335618257522583,2718000
2010-01-08,1.3264948234158271,1.3545687613716324,1.3229855811713513,1.3454447984695435,2899000
2010-01-11,1.3475492994435507,1.3721140610038702,1.335617901200109,1.3538659811019897,5127000
2010-01-12,1.3433387076678667,1.3433387076678667,1.315264697094712,1.333512783050537,9167000
2010-01-13,1.3307051580170792,1.3307051580170792,1.2808739142455572,1.2928053140640259,9439000
2010-01-14,1.2970163390523577,1.3243883768114264,1.2738553389740568,1.2935070991516113,10654000
2010-01-15,1.3026311099569723,1.3026311099569723,1.2738553917781639,1.2801719903945923,1587000
2010-01-19,1.2563089685212139,1.2738552504727936,1.2141980926379181,1.2499923706054688,3813000
2010-01-20,1.2429742548052591,1.2640296989046709,1.2240242881822707,1.2605204582214355,1938000
2010-01-21,1.2542038071124462,1.297718459639459,1.2485890888080957,1.262626051902771,3386000
2010-01-22,1.2549054325372913,1.2675387134767169,1.2198130319649323,1.232446312904358,9235000
