generation,genome_hash,fidelity,family,horizon,n_features,score,sharpe_prevault,n_days,data_hash,panel_hash,config_hash,platform,parent_hash,birth_gen
33,df5722b9d0ae,F0,mom_rule,21,0,-0.03645075514674828,0.2379210127173944,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,e81d39a7a54b,33
33,f4c5b34b571c,F0,meanrev_rule,21,0,-0.28061324468749427,0.177055601611683,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,53f5d6b99493,F0,hgb,5,13,-0.8423910002696122,-0.19589142906540835,4503,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,57d4d1e4fe91,33
33,0cdd5e856145,F0,ridge,63,11,-0.3633897194005843,-0.13320470444767546,4445,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,51b59cdc65b2,F0,ridge,21,14,-0.7715073282411951,0.19994492432790797,4487,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,b1b5614d313f,33
33,6f6a6ac349b5,F0,mom_rule,21,0,0.4947594811555884,0.7096518643742823,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c0d011c3d67d,33
33,9ac2dcc9fd10,F0,logistic,10,3,-1.901311963635668,-1.0724061911808778,4498,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,6be3692dac56,F0,meanrev_rule,5,0,-0.8073503793436261,-0.4411390520881138,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,02c41cb17430,F0,logistic,21,14,-1.2582593426928455,-0.8015505105161899,4487,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,716ef202e36f,F0,meanrev_rule,63,0,-0.4766524678565057,-0.22374653748230125,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,fa70c436108c,F0,ridge,21,8,-0.7792288965337755,0.285413032847875,4487,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,409ecb8ef52a,F0,logistic,21,5,-0.14696255878358955,0.41104637582517994,4487,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,62a83d601145,F0,hgb,10,9,-1.0641673708256476,-0.629534638612822,4498,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,8d0b2d571d86,F0,mom_rule,5,0,-1.398548166225742,-0.8887524065864013,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,543ed316e499,F0,meanrev_rule,5,0,-0.8396357586620805,-0.21162131633849524,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,0a4bc48d7841,F0,ridge,10,12,-0.13162102540202103,0.1564557157184017,4498,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,4723e19edea2,F0,logistic,5,12,-1.143906295899908,-0.6715878041242629,4503,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,d133ffb3e862,F0,hgb,21,13,-1.3379972779889902,-0.9588853869424188,4487,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,fd9926c99761,F0,mom_rule,10,0,-0.02938902518704778,0.24325855492300394,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,e81d39a7a54b,33
33,b57f9c64ed95,F0,mom_rule,63,0,0.2731910691400296,0.537816113691334,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f4f3c648dd77+b57f9c64ed95,33
33,7c4e4649f27a,F0,ridge,63,8,-0.004149150622872303,0.1989599161619267,4445,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c96ad6ed505c,33
33,ccd1fea09abe,F0,meanrev_rule,63,0,-0.1435784267953481,0.17501293327906117,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,86674cc9d52b,F0,logistic,63,4,-0.058320384627432234,0.12089187314136593,4445,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,9017b9ac9035,F0,hgb,63,9,-0.4853880997747155,-0.1788246931436113,4445,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,773f81e232ee,F0,meanrev_rule,10,0,0.036002569561201105,0.44522473373109245,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,48a12d273f07,F0,ridge,5,6,-0.25517349553705326,0.21643807909101087,4503,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,e14d0e6a0369,F0,mom_rule,5,0,-0.3127296385410217,-0.00991562162947049,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,40a6c8d2d636,F0,meanrev_rule,21,0,-0.40176823737899575,0.1317686036942044,5030,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,514fd30f221f,F0,logistic,63,6,-1.6796692488438814,-0.8541360478734985,4445,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,ceca9d41831d,F0,ridge,63,11,-1.1053023295087143,-0.46849658237406105,4445,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,af815311f862,F1,seasonal_rule,21,0,0.7145455028772881,1.078157478636549,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,9a9bde6e6467,33
33,cb3ced8f3af6,F1,seasonal_rule,21,0,0.8703135515504259,1.0902254130435136,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,6e02ebe6e7b6+fe8e95afe900,33
33,d9e103ff7239,F1,seasonal_rule,21,0,0.8164275308551828,1.050149421718724,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f4f3c648dd77+8749e244e503,33
33,14574361d767,F1,seasonal_rule,21,0,1.0671439037875905,1.1830315922206822,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,4b899e1cb71e,27
33,4b899e1cb71e,F1,seasonal_rule,21,0,1.0671439037875905,1.1830315922206822,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f4f3c648dd77+14574361d767,33
33,6e02ebe6e7b6,F1,seasonal_rule,21,0,1.0671439037875905,1.1830315922206822,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,14574361d767,32
33,cf1555a3b1c0,F1,seasonal_rule,10,0,1.0671439037875905,1.1830315922206822,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,14574361d767,32
33,9fa82dc74340,F1,seasonal_rule,21,0,1.057277777233586,1.2019108902900704,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,4b899e1cb71e,26
33,c17f77b7d09d,F1,seasonal_rule,21,0,1.057277777233586,1.2019108902900704,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c0d011c3d67d+279a9dff252d,33
33,830163d812a1,F1,seasonal_rule,21,0,0.9912382160315552,1.1612123116578996,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c17f77b7d09d,33
33,c6ffba8cc5e0,F1,seasonal_rule,21,0,0.933515232948784,1.094037804428662,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f01001c9613f,33
33,f01001c9613f,F1,seasonal_rule,21,0,0.9674923200531675,1.1057974611528731,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f01001c9613f+fe8e95afe900,33
33,85ca67f16f79,F1,ridge,21,9,0.5737712761769151,0.7250450572518521,6000,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,e81d39a7a54b+f47df6f1c16f,33
33,84f495022bc4,F1,seasonal_rule,21,0,0.7257358835596656,0.9509512291412532,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,9a9bde6e6467,33
33,6f6a6ac349b5,F1,mom_rule,21,0,0.6261295028984207,0.8746732345449726,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c0d011c3d67d,33
33,d8303c66293f,F1,seasonal_rule,21,0,0.9947218570456619,1.1663183430648636,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f01001c9613f,33
33,cb202c989eaf,F1,seasonal_rule,21,0,0.6090751011106185,0.9299932898105203,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c17f77b7d09d,33
33,6bc19f3c9d2e,F1,seasonal_rule,21,0,0.9480700487078579,1.055683690622699,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,8749e244e503,33
33,3fd3c678dc3a,F1,mom_rule,63,0,0.2452395258107418,0.7567210379261086,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,b57f9c64ed95,F1,mom_rule,63,0,0.24968800078947487,0.8817264997463995,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,f4f3c648dd77+b57f9c64ed95,33
33,096da67c9124,F1,seasonal_rule,21,0,0.8037248739997955,0.8827408139305594,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,096da67c9124+36f9393b3d9e,33
33,181e55e77dff,F1,seasonal_rule,21,0,0.8037248739997955,0.8827408139305594,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c17f77b7d09d,33
33,852646815720,F1,seasonal_rule,21,0,0.49195950408401923,0.8958030690727558,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,7b9635bf7032,33
33,2786b601c122,F1,seasonal_rule,21,0,0.7354788451282784,0.8229484674352133,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,096da67c9124,33
33,aee7ca734e20,F1,logistic,21,10,0.32773452335727626,0.774729417348496,6000,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,9a9bde6e6467,33
33,471c3f57a519,F1,seasonal_rule,21,0,0.6801408242575853,0.8052305766725084,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,cb24b5c404b4,33
33,773f81e232ee,F1,meanrev_rule,10,0,0.11360423892506546,0.48965094081573135,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,7c4e4649f27a,F1,ridge,63,8,0.11911491953789144,0.4765315818758041,5958,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,c96ad6ed505c,33
33,fd9926c99761,F1,mom_rule,10,0,0.4737113614193295,0.673380975102904,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,e81d39a7a54b,33
33,df5722b9d0ae,F1,mom_rule,21,0,0.47887671832161277,0.662680275174307,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,e81d39a7a54b,33
33,86674cc9d52b,F1,logistic,63,4,-0.40940598646428017,0.02615810535056156,5958,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
33,3d700154a69a,F1,meanrev_rule,21,0,0.18174995884373119,0.4581167586449405,6041,f92bd10207829fc1,0abd7cfbec0a1e83,dd373ebf180943a7,x86_64linux,,33
34,14574361d767,F0,seasonal_rule,21,0,0.6374041574995395,0.8994549286428944,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e,27
34,4b899e1cb71e,F0,seasonal_rule,21,0,0.6374041574995395,0.8994549286428944,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,f4f3c648dd77+14574361d767,33
34,6e02ebe6e7b6,F0,seasonal_rule,21,0,0.6374041574995395,0.8994549286428944,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,32
34,cf1555a3b1c0,F0,seasonal_rule,10,0,0.6374041574995395,0.8994549286428944,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,32
34,508e828011f2,F0,seasonal_rule,21,0,0.6483858566948058,0.8014660915076096,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,9fa82dc74340,34
34,c1fcc167a988,F0,ridge,21,9,0.5352381944449925,0.7405565985418137,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,85ca67f16f79+6bc19f3c9d2e,34
34,2fa22eea5c29,F0,seasonal_rule,21,0,0.5730855743478052,0.812987684358105,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,d8303c66293f+cb202c989eaf,34
34,b3f1a4f19174,F0,meanrev_rule,21,0,-0.372162450990499,-0.016103168544029003,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,3d700154a69a,34
34,830163d812a1,F0,seasonal_rule,21,0,0.5916442419291279,0.883541507058772,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,cf1555a3b1c0+830163d812a1,34
34,46ec9387fcd3,F0,seasonal_rule,21,0,0.613869502891184,0.8680481735833846,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,c17f77b7d09d,34
34,e4423f036297,F0,seasonal_rule,21,0,0.2554685746651302,0.557696163896621,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e+2786b601c122,34
34,c17f77b7d09d,F0,seasonal_rule,21,0,0.6219037632697733,0.8934704758474523,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6e02ebe6e7b6+c17f77b7d09d,34
34,efdcf1d4d6aa,F0,meanrev_rule,10,0,0.16535666336159918,0.4929941172751873,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,773f81e232ee,34
34,2f22d16e7c9c,F0,seasonal_rule,21,0,0.6477255809899178,0.9016688401231757,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,9fa82dc74340,34
34,2786b601c122,F0,seasonal_rule,21,0,0.15264357025363087,0.5020234555888222,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,471c3f57a519,34
34,471c3f57a519,F0,seasonal_rule,21,0,0.037935206594109594,0.5022607066805587,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,471c3f57a519+4b899e1cb71e,34
34,819186ae08e3,F0,meanrev_rule,21,0,0.27684203311020866,0.5858664770645742,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,3d700154a69a+cf1555a3b1c0,34
34,ccacbd946fc6,F0,meanrev_rule,63,0,0.07019501207345119,0.18318272617852158,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,ccd1fea09abe,34
34,5565ec0c7020,F0,seasonal_rule,21,0,0.49948463875782534,0.7629998981157221,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,c17f77b7d09d,34
34,61946566e99d,F0,seasonal_rule,21,0,-0.10225447256692802,0.06360199192460436,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,34
34,c9d54da0ffcd,F0,seasonal_rule,21,0,0.6365826125183103,0.8967676060718577,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,34
34,040fd772001a,F0,seasonal_rule,21,0,0.28771433470993557,0.6379365843071257,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,c6ffba8cc5e0,34
34,ddcef62c201c,F0,mom_rule,21,0,0.057289374606206096,0.42406364146614006,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e,34
34,201c40665e0a,F0,seasonal_rule,21,0,0.6893691192112947,0.8426762776134994,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e,34
34,c6ffba8cc5e0,F0,seasonal_rule,21,0,0.5228616279704147,0.8224698843376823,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,f01001c9613f,34
34,dd24c5aa4071,F0,seasonal_rule,21,0,0.15264357025363087,0.5020234555888222,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,181e55e77dff,34
34,9387af144c0a,F0,mom_rule,63,0,0.14599817371603732,0.4739587553400962,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,3fd3c678dc3a,34
34,20a2718445f7,F0,ridge,63,15,-0.0018914571893499169,0.5619417899139125,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,85ca67f16f79,34
34,3a57ed0a342e,F0,mom_rule,21,0,0.19209510255925677,0.509051576791395,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6f6a6ac349b5,34
34,42b921269ae0,F0,ridge,63,8,-0.6346604397912918,0.27047308758743255,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,7c4e4649f27a,34
34,bfd303f6e618,F0,logistic,21,5,0.2403203603360623,0.5733745946168236,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,9fa82dc74340,34
34,e678c383ce96,F0,seasonal_rule,21,0,0.07950090948312126,0.5129611074518682,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e+4b899e1cb71e,34
34,8749e244e503,F0,seasonal_rule,21,0,0.6522622110178607,0.8175345580449895,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6bc19f3c9d2e,34
34,733f3d5560af,F0,mom_rule,63,0,0.1080684020478876,0.7026415418907443,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6f6a6ac349b5+b57f9c64ed95,34
34,8d4a393adf37,F0,hgb,10,7,-0.7683510074719099,-0.046714174761037425,4498,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,7a109db767e8,F0,logistic,21,8,-1.2491018578431325,-0.48249494401389614,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,4a831ddce79b,F0,hgb,21,14,-0.7447375867607021,-0.44099480743696384,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,56abec18a891,F0,ridge,21,9,0.39734155107077934,0.7081861772824146,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,85ca67f16f79+14574361d767,34
34,3f68997d77d9,F0,logistic,63,10,-0.8109778270766362,-0.39714463237270503,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,18fa211a102b,F0,hgb,63,4,-1.0272892958524316,0.27094496939784596,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,ea6f89aa8a2a,F0,logistic,5,9,-0.5244823982075587,-0.3873670358601137,4503,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,7620682bfd6a,F0,hgb,63,8,-0.9925963225063451,-0.5812389652132087,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,a36723fd7afe,F0,meanrev_rule,21,0,0.035462640599907176,0.40390262210130246,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,d9e103ff7239,34
34,4cdce25e5bcc,F0,mom_rule,63,0,-0.678339588588392,-0.3078715699606885,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,69cdfd57d1ba,F0,meanrev_rule,21,0,-0.14358058261753784,0.20630733639101467,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,ccd1fea09abe,34
34,9fc558a72dcb,F0,ridge,63,8,-0.11762121612230644,0.12036103274846052,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,1bbcde4ffb5a,F0,logistic,5,15,0.022447599657503647,0.5071100389740194,4503,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,0efa3c270ba0,F0,hgb,5,3,-1.8732486926124012,-0.9890402831878954,4503,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,1eda45b4400d,F0,mom_rule,5,0,-0.8550838359075613,-0.6660422529808937,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,017bc8f1ddd0,F0,ridge,5,8,-0.5171527083541149,-0.04776728391702851,4503,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,2ec269952a8d,F0,mom_rule,21,0,0.4529329788366088,0.6706939907750605,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6f6a6ac349b5,34
34,9e910d84cd35,F0,logistic,21,5,-1.8134161104210775,-0.9117663163567462,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,f6fc4f672183,F0,hgb,21,4,-1.1147092755441836,-0.1535977771605084,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,9c873e766ca1,F0,meanrev_rule,21,0,-0.002448359056305606,0.2847239470168277,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,cfcb8a6a1b88,F0,ridge,5,10,-0.4932201370048822,0.33182197095757554,4503,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,b8adc787b5f5,F0,ridge,63,8,-0.039768532917624645,0.19288253844352832,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,7c4e4649f27a,34
34,33c69779f111,F0,logistic,63,7,-0.8503324980558777,-0.07405787377601053,4445,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,85026b87f590,F0,hgb,10,5,-0.631627424807382,-0.013660069271066055,4498,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,ac52c9625a19,F0,mom_rule,21,0,-0.04426468875097036,0.5031140532359304,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,fd9926c99761,34
34,7f5cbe04f4fe,F0,meanrev_rule,21,0,-1.2936018940140994,-0.8522231967213718,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,dff5cb4dd0c9,F0,mom_rule,10,0,0.3386456737306818,0.8096079186911803,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,eb7e606fccb1,F0,meanrev_rule,21,0,-1.1419253885222433,-0.4263643265526682,5030,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,a46ec4f544ee,F0,logistic,21,12,-0.9323655567528707,-0.3521675601528373,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,5800cf073155,F0,ridge,21,5,-0.28932282589418035,0.27797341017046484,4487,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,,34
34,201c40665e0a,F1,seasonal_rule,21,0,0.8700196197733433,1.0901457843420976,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e,34
34,8749e244e503,F1,seasonal_rule,21,0,0.8165001761053399,1.0501837498676327,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6bc19f3c9d2e,34
34,508e828011f2,F1,seasonal_rule,21,0,0.7431298190443697,0.9896688052643684,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,9fa82dc74340,34
34,2f22d16e7c9c,F1,seasonal_rule,21,0,1.0493035130213992,1.1871825579193553,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,9fa82dc74340,34
34,14574361d767,F1,seasonal_rule,21,0,1.067174049560044,1.1829252090719344,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,4b899e1cb71e,27
34,4b899e1cb71e,F1,seasonal_rule,21,0,1.067174049560044,1.1829252090719344,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,f4f3c648dd77+14574361d767,33
34,6e02ebe6e7b6,F1,seasonal_rule,21,0,1.067174049560044,1.1829252090719344,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,32
34,cf1555a3b1c0,F1,seasonal_rule,10,0,1.067174049560044,1.1829252090719344,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,32
34,c9d54da0ffcd,F1,seasonal_rule,21,0,0.9827666914709373,1.1431089281917592,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,14574361d767,34
34,c17f77b7d09d,F1,seasonal_rule,21,0,1.0588291714720097,1.2012580553552514,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6e02ebe6e7b6+c17f77b7d09d,34
34,46ec9387fcd3,F1,seasonal_rule,21,0,0.9759403300064187,1.1866845904580474,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,c17f77b7d09d,34
34,830163d812a1,F1,seasonal_rule,21,0,0.99130486986789,1.1611075997809894,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,cf1555a3b1c0+830163d812a1,34
34,2fa22eea5c29,F1,seasonal_rule,21,0,0.9389427429152746,1.1206997439378539,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,d8303c66293f+cb202c989eaf,34
34,c1fcc167a988,F1,ridge,21,9,0.7414071604454747,0.7638037312377659,6000,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,85ca67f16f79+6bc19f3c9d2e,34
34,c6ffba8cc5e0,F1,seasonal_rule,21,0,0.9335158516004074,1.0940430178849787,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,f01001c9613f,34
34,5565ec0c7020,F1,seasonal_rule,21,0,0.8873835218244771,1.1338030854976218,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,c17f77b7d09d,34
34,2ec269952a8d,F1,mom_rule,21,0,0.5512217224166149,0.785930895873578,6041,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,6f6a6ac349b5,34
34,56abec18a891,F1,ridge,21,9,0.24223211954181964,0.4963332537506877,6000,78963539fe237846,1d3788a8a1f022a9,dd373ebf180943a7,x86_64linux,85ca67f16f79+14574361d767,34
